crime_type,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury
Robbery,Koramangala,Other,42,Male,45,Knife,None
Embezzlement,Indiranagar,Other,36,Male,57,None,None
Homicide,Koramangala,Female,66,Female,66,Knife,Fatal
Embezzlement,Malleswaram,Male,18,Other,49,None,None
Embezzlement,Hebbal,Female,33,Other,54,None,Fatal
Theft,Electronic City,Female,43,Other,18,Gun,Minor
Assault,Banashankari,Male,26,Male,44,Gun,Minor
Assault,Jayanagar,Male,56,Other,47,Fists,None
Vandalism,Hebbal,Female,29,Male,66,None,None
Robbery,Yelahanka,Other,57,Female,30,Blunt Object,Minor
Burglary,Whitefield,Female,59,Male,35,None,Fatal
Theft,Kamakshipalya,Other,69,Female,41,None,Minor
Burglary,Whitefield,Male,37,Other,70,Knife,Fatal
Theft,Indiranagar,Male,68,Male,68,None,Fatal
Homicide,Whitefield,Other,23,Female,43,Gun,None
Assault,Jayanagar,Female,31,Other,18,Knife,Minor
Theft,Malleswaram,Female,52,Other,68,None,Fatal
Robbery,Electronic City,Female,39,Female,62,Knife,None
Fraud,Banashankari,Female,22,Female,25,None,Fatal
Homicide,Yelahanka,Other,48,Male,57,Blunt Object,Fatal
Arson,Kamakshipalya,Female,25,Male,19,None,None
Vandalism,Hebbal,Male,70,Female,34,None,None
Fraud,Indiranagar,Female,43,Other,54,None,Minor
Homicide,Malleswaram,Male,44,Female,37,Blunt Object,Fatal
Vandalism,Whitefield,Male,50,Male,57,None,Minor
Arson,Koramangala,Other,35,Other,45,None,None
Vandalism,Banashankari,Other,58,Other,27,Spray Paint,None
Vandalism,Hebbal,Male,65,Female,43,Spray Paint,Fatal
Embezzlement,Jayanagar,Male,29,Other,32,None,None
Kidnapping,Indiranagar,Female,49,Female,69,None,Minor
Embezzlement,Jayanagar,Other,54,Male,65,None,Fatal
Fraud,Koramangala,Male,25,Male,50,None,Fatal
Theft,Jayanagar,Female,19,Male,28,Knife,None
Homicide,Banashankari,Other,20,Male,50,Knife,Minor
Burglary,Jayanagar,Female,55,Female,51,None,Minor
Kidnapping,Kamakshipalya,Male,19,Male,22,Gun,Minor
Assault,Jayanagar,Male,18,Other,35,Gun,Fatal
Fraud,Hebbal,Other,59,Female,24,None,Fatal
Fraud,Whitefield,Female,42,Female,57,None,Minor
Burglary,Malleswaram,Male,41,Male,67,Gun,None
Arson,Kamakshipalya,Female,32,Other,58,Fire,Fatal
Homicide,Malleswaram,Female,49,Other,51,Gun,None
Homicide,Electronic City,Female,57,Other,23,Gun,None
Robbery,Banashankari,Other,63,Female,48,Gun,Fatal
Burglary,Koramangala,Male,23,Female,21,Gun,Minor
Burglary,Koramangala,Male,40,Other,42,Knife,Minor
Homicide,Yelahanka,Male,18,Male,61,Gun,Fatal
Theft,Whitefield,Other,32,Male,19,Knife,Minor
Arson,Hebbal,Female,20,Male,65,Fire,None
Kidnapping,Indiranagar,Female,55,Female,55,Knife,Minor
Theft,Hebbal,Other,38,Female,32,Gun,None
Vandalism,Banashankari,Female,24,Male,24,None,Minor
Assault,Hebbal,Male,60,Male,52,Knife,None
Kidnapping,Jayanagar,Male,20,Male,38,None,None
Burglary,Indiranagar,Female,38,Female,20,None,Fatal
Assault,Kamakshipalya,Other,20,Female,28,Knife,None
Embezzlement,Malleswaram,Male,48,Male,64,None,None
Robbery,Indiranagar,Other,37,Male,52,Gun,None
Theft,Electronic City,Other,42,Male,46,Knife,Minor
Homicide,Yelahanka,Female,46,Other,43,Blunt Object,Minor
Theft,Electronic City,Male,48,Female,28,Knife,Minor
Assault,Whitefield,Female,18,Male,65,Knife,None
Vandalism,Electronic City,Female,40,Other,42,None,Minor
Theft,Koramangala,Female,65,Male,25,Gun,Minor
Burglary,Yelahanka,Other,34,Female,37,None,Minor
Theft,Indiranagar,Female,34,Male,38,None,Fatal
Vandalism,Koramangala,Male,47,Female,46,Blunt Object,None
Arson,Kamakshipalya,Male,69,Male,70,Fire,None
Vandalism,Koramangala,Female,46,Male,70,None,None
Vandalism,Whitefield,Male,29,Female,36,None,Fatal
Burglary,Whitefield,Female,43,Female,47,None,Fatal
Embezzlement,Banashankari,Female,62,Male,34,None,Fatal
Homicide,Banashankari,Other,42,Other,40,Blunt Object,Fatal
Robbery,Jayanagar,Other,56,Female,44,Blunt Object,Minor
Embezzlement,Hebbal,Female,60,Other,39,None,Fatal
Vandalism,Jayanagar,Male,66,Other,51,Blunt Object,Fatal
Burglary,Yelahanka,Male,55,Female,64,None,Minor
Arson,Koramangala,Other,56,Female,18,Fire,None
Homicide,Banashankari,Male,60,Other,35,Knife,Minor
Vandalism,Indiranagar,Female,53,Male,29,Spray Paint,None
Embezzlement,Hebbal,Other,30,Female,57,None,None
Assault,Yelahanka,Other,51,Male,22,Gun,Fatal
Vandalism,Electronic City,Male,69,Female,38,Spray Paint,Minor
Homicide,Hebbal,Male,69,Female,61,Gun,Minor
Arson,Jayanagar,Male,60,Other,32,None,Fatal
Homicide,Malleswaram,Male,52,Female,53,Knife,Minor
Assault,Malleswaram,Other,20,Other,29,Gun,Minor
Kidnapping,Kamakshipalya,Other,30,Female,44,Knife,Minor
Vandalism,Jayanagar,Female,40,Other,42,Spray Paint,Minor
Vandalism,Malleswaram,Other,52,Male,56,Spray Paint,Fatal
Assault,Whitefield,Male,63,Male,60,Gun,Minor
Embezzlement,Yelahanka,Male,69,Male,53,None,Minor
Assault,Hebbal,Male,20,Other,39,Fists,Fatal
Assault,Koramangala,Female,36,Male,37,Fists,Fatal
Arson,Koramangala,Male,33,Female,40,Fire,Fatal
Assault,Koramangala,Female,59,Female,55,Gun,None
Embezzlement,Electronic City,Male,37,Male,18,None,Fatal
Vandalism,Indiranagar,Male,22,Other,24,Spray Paint,Minor
Embezzlement,Malleswaram,Other,55,Female,32,None,None
Assault,Kamakshipalya,Other,64,Other,35,Knife,None
Kidnapping,Indiranagar,Other,63,Male,40,None,None
Robbery,Koramangala,Male,57,Other,40,Gun,Minor
Burglary,Yelahanka,Male,68,Male,30,Gun,None
Robbery,Electronic City,Other,47,Other,45,Gun,Fatal
Fraud,Hebbal,Male,53,Other,29,None,None
Robbery,Malleswaram,Other,47,Female,59,Gun,Fatal
Burglary,Koramangala,Male,51,Male,22,Knife,Fatal
Embezzlement,Whitefield,Other,18,Female,30,None,None
Theft,Jayanagar,Female,29,Male,62,Gun,None
Vandalism,Hebbal,Female,68,Female,21,Spray Paint,Minor
Kidnapping,Jayanagar,Male,44,Other,68,None,Minor
Arson,Whitefield,Male,59,Male,26,Fire,Minor
Theft,Whitefield,Other,59,Female,52,Knife,None
Burglary,Koramangala,Female,41,Male,51,None,Fatal
Arson,Banashankari,Female,34,Female,47,Fire,Minor
Theft,Banashankari,Male,49,Female,55,None,Fatal
Kidnapping,Yelahanka,Female,43,Other,58,Gun,None
Robbery,Jayanagar,Female,34,Male,41,Blunt Object,Minor
Burglary,Jayanagar,Female,22,Other,56,Gun,Minor
Embezzlement,Banashankari,Female,48,Female,69,None,None
Kidnapping,Whitefield,Female,31,Other,45,Knife,None
Assault,Electronic City,Female,54,Other,66,Knife,Fatal
Kidnapping,Kamakshipalya,Other,32,Female,61,None,Fatal
Assault,Indiranagar,Other,27,Male,59,Knife,Fatal
Vandalism,Electronic City,Female,21,Male,27,Spray Paint,Fatal
Robbery,Jayanagar,Other,55,Other,35,Knife,Fatal
Theft,Malleswaram,Male,35,Female,57,None,None
Fraud,Hebbal,Female,37,Male,54,None,Minor
Embezzlement,Malleswaram,Female,54,Other,23,None,Fatal
Assault,Jayanagar,Male,28,Male,22,Fists,Fatal
Assault,Malleswaram,Female,60,Female,70,Knife,Fatal
Burglary,Koramangala,Male,65,Female,68,Knife,Fatal
Fraud,Koramangala,Male,45,Other,18,None,Fatal
Fraud,Kamakshipalya,Other,48,Other,48,None,None
Kidnapping,Electronic City,Male,59,Male,31,None,Minor
Embezzlement,Yelahanka,Female,48,Male,44,None,Fatal
Vandalism,Indiranagar,Male,31,Other,45,Blunt Object,Fatal
Fraud,Malleswaram,Female,46,Male,18,None,Minor
Vandalism,Hebbal,Male,23,Male,42,None,None
Arson,Malleswaram,Male,54,Female,33,Fire,None
Kidnapping,Koramangala,Female,70,Other,46,Gun,Minor
Assault,Whitefield,Female,63,Other,39,Knife,Minor
Theft,Banashankari,Other,52,Male,37,Gun,Minor
Fraud,Hebbal,Other,21,Other,66,None,Fatal
Homicide,Hebbal,Other,36,Other,25,Gun,Fatal
Fraud,Jayanagar,Male,24,Other,60,None,None
Burglary,Whitefield,Female,56,Other,43,Knife,None
Homicide,Electronic City,Other,24,Other,45,Knife,None
Homicide,Hebbal,Female,30,Male,28,Blunt Object,Minor
Assault,Electronic City,Female,66,Other,62,Knife,Fatal
Vandalism,Jayanagar,Male,28,Other,18,None,None
Theft,Jayanagar,Other,28,Female,34,Gun,Minor
Vandalism,Kamakshipalya,Male,27,Female,24,Blunt Object,None
Homicide,Banashankari,Female,27,Other,23,Gun,None
Fraud,Yelahanka,Male,40,Other,59,None,None
Homicide,Yelahanka,Other,27,Female,37,Knife,None
Kidnapping,Malleswaram,Other,44,Male,24,Knife,Fatal
Vandalism,Banashankari,Male,45,Male,63,None,Fatal
Robbery,Jayanagar,Male,36,Male,42,Gun,Minor
Embezzlement,Banashankari,Male,30,Other,60,None,None
Kidnapping,Jayanagar,Other,56,Other,52,Knife,Minor
Assault,Electronic City,Other,26,Male,40,Knife,None
Robbery,Jayanagar,Other,67,Female,58,Gun,Fatal
Kidnapping,Jayanagar,Female,27,Other,26,None,Minor
Vandalism,Banashankari,Other,24,Other,23,None,Fatal
Homicide,Koramangala,Female,38,Female,60,Blunt Object,Fatal
Kidnapping,Electronic City,Female,45,Male,66,Knife,Minor
Fraud,Hebbal,Other,48,Other,49,None,Minor
Kidnapping,Jayanagar,Other,65,Other,51,Gun,Minor
Embezzlement,Electronic City,Female,24,Male,20,None,Minor
Kidnapping,Jayanagar,Male,29,Female,50,None,None
Kidnapping,Hebbal,Female,24,Female,21,Knife,None
Arson,Banashankari,Female,62,Other,22,None,Fatal
Fraud,Koramangala,Other,20,Female,40,None,Fatal
Kidnapping,Indiranagar,Other,44,Female,52,Gun,Fatal
Fraud,Indiranagar,Other,52,Other,44,None,Fatal
Robbery,Electronic City,Other,23,Female,47,Blunt Object,None
Embezzlement,Banashankari,Other,24,Male,42,None,Fatal
Burglary,Electronic City,Female,44,Female,43,Gun,Fatal
Burglary,Whitefield,Male,50,Other,50,Gun,Fatal
Vandalism,Banashankari,Male,22,Male,35,Spray Paint,Minor
Fraud,Indiranagar,Male,22,Female,38,None,None
Kidnapping,Yelahanka,Male,65,Other,62,Gun,None
Theft,Electronic City,Other,58,Male,34,None,None
Kidnapping,Indiranagar,Female,40,Male,22,None,Fatal
Kidnapping,Indiranagar,Other,58,Female,68,Knife,Minor
Kidnapping,Kamakshipalya,Male,47,Female,66,Knife,Minor
Homicide,Malleswaram,Female,56,Other,61,Blunt Object,Fatal
Fraud,Jayanagar,Male,48,Male,51,None,None
Kidnapping,Koramangala,Male,24,Male,68,Knife,None
Fraud,Indiranagar,Other,45,Female,55,None,Fatal
Robbery,Hebbal,Other,67,Other,36,Blunt Object,Fatal
Vandalism,Hebbal,Other,46,Male,30,Spray Paint,Minor
Kidnapping,Banashankari,Other,18,Female,40,Knife,Fatal
Arson,Malleswaram,Male,49,Male,64,Fire,None
Embezzlement,Whitefield,Male,66,Other,38,None,None
Kidnapping,Jayanagar,Other,28,Female,42,Gun,Fatal
Fraud,Whitefield,Male,41,Male,26,None,None
Kidnapping,Yelahanka,Female,42,Male,24,Knife,Minor
Theft,Whitefield,Male,47,Other,58,Knife,None
Kidnapping,Koramangala,Male,24,Female,27,None,Minor
Embezzlement,Jayanagar,Other,64,Female,31,None,Minor
Kidnapping,Koramangala,Other,32,Male,51,Gun,Fatal
Embezzlement,Electronic City,Male,21,Other,27,None,None
Kidnapping,Banashankari,Other,32,Other,18,Knife,Fatal
Theft,Whitefield,Male,29,Male,23,Knife,None
Robbery,Koramangala,Male,40,Male,55,Knife,None
Assault,Kamakshipalya,Female,21,Female,68,Knife,Fatal
Embezzlement,Yelahanka,Male,45,Male,61,None,Fatal
Assault,Banashankari,Other,47,Female,57,Fists,None
Arson,Yelahanka,Other,32,Female,19,Fire,Minor
Arson,Whitefield,Other,23,Female,61,Fire,Minor
Homicide,Kamakshipalya,Other,29,Male,50,Blunt Object,Minor
Robbery,Banashankari,Female,58,Other,41,Gun,Minor
Homicide,Malleswaram,Female,49,Female,25,Gun,None
Fraud,Whitefield,Male,47,Other,51,None,Minor
Burglary,Yelahanka,Other,67,Other,60,Gun,Minor
Theft,Koramangala,Female,27,Other,69,Gun,Fatal
Robbery,Kamakshipalya,Male,55,Female,56,Blunt Object,Fatal
Theft,Banashankari,Other,38,Female,68,Knife,None
Arson,Banashankari,Other,43,Other,48,Fire,Fatal
Homicide,Jayanagar,Other,58,Other,64,Knife,Fatal
Assault,Kamakshipalya,Female,39,Male,38,Gun,Minor
Burglary,Whitefield,Other,55,Male,28,None,None
Homicide,Jayanagar,Female,62,Other,35,Blunt Object,Minor
Robbery,Jayanagar,Female,52,Male,39,Knife,Fatal
Theft,Electronic City,Male,60,Female,59,Gun,None
Burglary,Koramangala,Male,26,Other,56,Gun,Fatal
Arson,Hebbal,Female,19,Male,60,Fire,Minor
Kidnapping,Whitefield,Female,35,Male,19,Gun,Fatal
Embezzlement,Banashankari,Male,32,Female,55,None,None
Fraud,Indiranagar,Other,19,Male,62,None,Fatal
Theft,Yelahanka,Female,35,Male,30,Knife,Minor
Burglary,Yelahanka,Other,46,Male,42,Knife,Minor
Vandalism,Banashankari,Female,58,Male,19,Blunt Object,Fatal
Kidnapping,Malleswaram,Male,52,Male,26,Knife,None
Robbery,Yelahanka,Male,22,Other,67,Gun,Minor
Vandalism,Indiranagar,Male,60,Female,60,None,Minor
Embezzlement,Malleswaram,Female,38,Female,39,None,Fatal
Kidnapping,Indiranagar,Male,57,Other,37,Gun,Minor
Homicide,Whitefield,Female,38,Female,22,Knife,Fatal
Arson,Kamakshipalya,Female,36,Male,36,None,None
Robbery,Electronic City,Female,24,Female,60,Gun,Minor
Assault,Malleswaram,Other,18,Male,69,Knife,Minor
Robbery,Yelahanka,Female,44,Other,46,Knife,Minor
Vandalism,Koramangala,Other,64,Other,54,Blunt Object,None
Embezzlement,Kamakshipalya,Female,69,Male,66,None,None
Theft,Yelahanka,Female,60,Male,26,None,Minor
Homicide,Whitefield,Other,18,Female,56,Gun,None
Kidnapping,Hebbal,Other,42,Other,42,Knife,Fatal
Embezzlement,Jayanagar,Other,25,Female,46,None,Minor
Fraud,Banashankari,Male,64,Other,22,None,None
Theft,Jayanagar,Male,28,Other,36,Knife,None
Vandalism,Banashankari,Female,40,Other,39,None,Fatal
Homicide,Electronic City,Male,36,Other,33,Knife,None
Fraud,Kamakshipalya,Male,67,Female,41,None,Minor
Burglary,Yelahanka,Male,22,Male,55,Knife,None
Kidnapping,Kamakshipalya,Male,62,Female,48,Gun,None
Homicide,Koramangala,Female,29,Other,32,Gun,None
Fraud,Malleswaram,Other,41,Female,30,None,Fatal
Arson,Indiranagar,Male,52,Other,19,None,Fatal
Burglary,Yelahanka,Female,46,Male,23,None,None
Arson,Indiranagar,Male,63,Other,33,Fire,Minor
Embezzlement,Banashankari,Other,66,Male,47,None,Fatal
Robbery,Banashankari,Male,27,Other,55,Blunt Object,Minor
Homicide,Hebbal,Male,66,Female,59,Gun,None
Burglary,Banashankari,Male,56,Female,27,None,Minor
Burglary,Koramangala,Female,48,Female,57,Gun,None
Burglary,Koramangala,Female,60,Male,70,Knife,Minor
Theft,Yelahanka,Other,61,Other,44,Gun,Minor
Homicide,Jayanagar,Female,35,Male,70,Blunt Object,Fatal
Homicide,Whitefield,Female,30,Other,65,Blunt Object,None
Robbery,Whitefield,Other,30,Female,24,Knife,Minor
Assault,Yelahanka,Other,28,Female,39,Gun,Fatal
Theft,Banashankari,Other,58,Male,47,Gun,None
Robbery,Indiranagar,Male,31,Female,46,Knife,Fatal
Homicide,Whitefield,Other,34,Other,56,Blunt Object,Minor
Vandalism,Koramangala,Female,33,Male,46,None,Minor
Homicide,Yelahanka,Female,44,Female,51,Blunt Object,None
Embezzlement,Banashankari,Other,70,Male,51,None,Fatal
Kidnapping,Jayanagar,Female,23,Other,58,Knife,Fatal
Fraud,Indiranagar,Male,62,Female,49,None,Fatal
Embezzlement,Jayanagar,Male,54,Female,45,None,None
Kidnapping,Hebbal,Female,32,Female,49,Gun,Minor
Theft,Yelahanka,Female,25,Male,69,Knife,Minor
Homicide,Whitefield,Female,62,Other,19,Blunt Object,None
Kidnapping,Malleswaram,Male,38,Female,52,None,Minor
Assault,Koramangala,Female,43,Female,44,Knife,Fatal
Embezzlement,Koramangala,Other,57,Male,30,None,Fatal
Kidnapping,Malleswaram,Male,61,Female,40,Gun,Fatal
Embezzlement,Malleswaram,Other,55,Female,38,None,Fatal
Theft,Koramangala,Female,55,Male,65,None,None
Embezzlement,Koramangala,Female,50,Male,38,None,Minor
Burglary,Hebbal,Female,19,Female,20,Gun,Minor
Embezzlement,Whitefield,Female,62,Female,34,None,Minor
Fraud,Banashankari,Other,38,Male,61,None,Fatal
Fraud,Yelahanka,Male,62,Other,51,None,Fatal
Burglary,Koramangala,Other,34,Male,68,None,Fatal
Vandalism,Indiranagar,Male,27,Female,49,None,Fatal
Vandalism,Electronic City,Male,56,Other,27,Spray Paint,None
Fraud,Kamakshipalya,Female,33,Other,61,None,Fatal
Assault,Jayanagar,Female,22,Female,62,Fists,Fatal
Arson,Hebbal,Other,52,Other,60,Fire,Fatal
Burglary,Yelahanka,Female,50,Female,55,Gun,Fatal
Homicide,Electronic City,Female,22,Other,67,Knife,Fatal
Theft,Whitefield,Male,18,Male,54,Gun,None
Assault,Indiranagar,Male,32,Other,58,Fists,Fatal
Robbery,Malleswaram,Male,64,Other,47,Knife,None
Burglary,Whitefield,Female,43,Male,28,Knife,None
Homicide,Kamakshipalya,Other,65,Other,40,Blunt Object,None
Theft,Malleswaram,Male,50,Male,50,None,None
Kidnapping,Koramangala,Other,69,Female,49,None,Minor
Assault,Malleswaram,Male,54,Female,63,Fists,None
Vandalism,Hebbal,Other,52,Other,48,Spray Paint,Fatal
Embezzlement,Banashankari,Male,52,Other,58,None,Fatal
Embezzlement,Electronic City,Male,64,Other,42,None,None
Vandalism,Yelahanka,Female,56,Male,24,Spray Paint,Fatal
Embezzlement,Banashankari,Male,37,Female,23,None,Fatal
Burglary,Malleswaram,Female,22,Male,27,None,None
Kidnapping,Yelahanka,Other,68,Female,25,Gun,Fatal
Burglary,Malleswaram,Male,56,Other,44,Gun,Fatal
Assault,Malleswaram,Female,52,Other,62,Gun,Fatal
Arson,Koramangala,Female,44,Other,23,None,Minor
Homicide,Malleswaram,Male,29,Female,24,Knife,None
Arson,Electronic City,Female,68,Other,18,None,Minor
Assault,Kamakshipalya,Female,48,Male,39,Knife,Minor
Robbery,Yelahanka,Male,67,Male,38,Gun,None
Theft,Hebbal,Other,66,Female,56,Knife,Fatal
Kidnapping,Whitefield,Female,32,Male,34,Knife,None
Robbery,Kamakshipalya,Other,30,Other,20,Blunt Object,None
Arson,Indiranagar,Other,64,Male,70,Fire,Fatal
Theft,Kamakshipalya,Other,18,Female,28,None,None
Assault,Hebbal,Female,42,Female,48,Knife,Minor
Fraud,Whitefield,Female,48,Male,55,None,Fatal
Robbery,Koramangala,Male,43,Female,48,Gun,Minor
Fraud,Jayanagar,Male,54,Male,26,None,None
Robbery,Malleswaram,Female,19,Male,61,Gun,Fatal
Kidnapping,Koramangala,Male,46,Male,67,None,Minor
Homicide,Electronic City,Other,19,Male,43,Knife,Minor
Arson,Kamakshipalya,Female,44,Male,62,Fire,Minor
Arson,Hebbal,Female,58,Female,22,Fire,None
Theft,Hebbal,Other,19,Male,52,Gun,None
Burglary,Malleswaram,Female,70,Male,34,None,Fatal
Arson,Banashankari,Male,40,Other,47,None,None
Fraud,Kamakshipalya,Male,47,Male,41,None,None
Homicide,Electronic City,Female,35,Male,52,Gun,Fatal
Robbery,Hebbal,Male,61,Female,60,Blunt Object,None
Fraud,Indiranagar,Other,54,Male,58,None,Minor
Robbery,Jayanagar,Female,25,Female,40,Knife,Fatal
Homicide,Malleswaram,Other,63,Female,41,Knife,Minor
Arson,Hebbal,Male,61,Other,21,Fire,None
Theft,Yelahanka,Male,70,Female,28,None,Minor
Burglary,Electronic City,Male,23,Female,38,Knife,Minor
Assault,Koramangala,Female,53,Other,55,Gun,Fatal
Embezzlement,Hebbal,Other,18,Male,46,None,Fatal
Kidnapping,Koramangala,Female,69,Female,59,Gun,Minor
Kidnapping,Indiranagar,Male,26,Male,26,Gun,None
Fraud,Jayanagar,Male,23,Other,28,None,Minor
Homicide,Jayanagar,Other,28,Female,46,Knife,Minor
Burglary,Whitefield,Other,19,Female,52,Gun,Fatal
Vandalism,Banashankari,Male,43,Male,28,Spray Paint,Minor
Arson,Yelahanka,Male,19,Other,66,Fire,Minor
Theft,Whitefield,Other,34,Male,39,None,Minor
Burglary,Banashankari,Female,25,Other,65,None,Fatal
Fraud,Jayanagar,Male,43,Male,29,None,Fatal
Theft,Jayanagar,Other,47,Male,56,None,Minor
Kidnapping,Electronic City,Male,31,Male,63,None,Fatal
Homicide,Whitefield,Other,42,Male,54,Gun,None
Arson,Malleswaram,Male,43,Male,45,Fire,Minor
Homicide,Malleswaram,Female,58,Male,27,Blunt Object,Minor
Vandalism,Malleswaram,Other,26,Female,66,Blunt Object,Fatal
Robbery,Electronic City,Male,19,Other,59,Knife,None
Burglary,Yelahanka,Male,18,Female,44,Gun,Minor
Assault,Malleswaram,Male,66,Male,51,Knife,Minor
Homicide,Whitefield,Female,69,Female,62,Knife,Fatal
Theft,Jayanagar,Male,69,Male,64,None,Minor
Arson,Jayanagar,Female,44,Female,70,None,Fatal
Arson,Koramangala,Female,59,Other,60,Fire,None
Vandalism,Hebbal,Female,22,Female,70,Blunt Object,Fatal
Theft,Banashankari,Male,47,Male,43,None,None
Vandalism,Koramangala,Female,67,Male,37,Spray Paint,Minor
Arson,Electronic City,Other,25,Other,21,None,Minor
Assault,Yelahanka,Other,46,Other,58,Fists,None
Homicide,Banashankari,Male,57,Other,41,Gun,None
Homicide,Yelahanka,Other,54,Male,53,Gun,Minor
Theft,Hebbal,Other,67,Male,46,Gun,Minor
Vandalism,Whitefield,Female,24,Female,54,None,Fatal
Fraud,Jayanagar,Female,32,Other,68,None,None
Embezzlement,Jayanagar,Male,47,Female,31,None,None
Assault,Jayanagar,Other,45,Female,69,Gun,Fatal
Assault,Whitefield,Male,34,Female,50,Gun,Minor
Fraud,Hebbal,Male,26,Male,44,None,None
Robbery,Indiranagar,Female,37,Male,64,Gun,Fatal
Kidnapping,Malleswaram,Female,43,Male,65,None,None
Vandalism,Indiranagar,Other,54,Male,51,Spray Paint,Minor
Assault,Indiranagar,Other,28,Other,35,Gun,None
Theft,Yelahanka,Male,64,Male,27,Knife,Minor
Kidnapping,Hebbal,Female,60,Other,63,Gun,Fatal
Vandalism,Banashankari,Other,35,Female,58,Blunt Object,Minor
Fraud,Electronic City,Female,21,Female,37,None,Minor
Embezzlement,Kamakshipalya,Female,35,Male,27,None,Minor
Fraud,Whitefield,Female,41,Other,29,None,Minor
Robbery,Hebbal,Female,58,Male,29,Blunt Object,Minor
Embezzlement,Malleswaram,Other,61,Other,60,None,None
Theft,Banashankari,Male,34,Male,24,None,Minor
Homicide,Indiranagar,Male,51,Female,38,Gun,None
Vandalism,Yelahanka,Other,36,Male,39,Spray Paint,Minor
Embezzlement,Yelahanka,Male,25,Male,29,None,None
Fraud,Banashankari,Other,59,Other,63,None,None
Embezzlement,Hebbal,Female,35,Female,68,None,None
Embezzlement,Koramangala,Male,56,Male,23,None,Minor
Robbery,Banashankari,Female,47,Female,23,Gun,None
Burglary,Hebbal,Male,55,Male,68,None,None
Robbery,Electronic City,Female,37,Female,28,Blunt Object,Fatal
Arson,Yelahanka,Male,22,Male,66,Fire,None
Burglary,Koramangala,Female,40,Other,55,None,Fatal
Kidnapping,Malleswaram,Other,21,Female,36,Gun,Fatal
Arson,Electronic City,Other,54,Female,45,None,Fatal
Fraud,Yelahanka,Female,40,Male,49,None,None
Homicide,Whitefield,Female,23,Other,45,Knife,Minor
Embezzlement,Hebbal,Other,43,Other,21,None,Minor
Homicide,Malleswaram,Male,50,Other,25,Blunt Object,Fatal
Homicide,Kamakshipalya,Male,40,Male,42,Blunt Object,Minor
Arson,Indiranagar,Female,28,Female,24,None,None
Burglary,Yelahanka,Male,36,Male,46,Gun,Minor
Robbery,Malleswaram,Other,54,Male,64,Gun,None
Theft,Hebbal,Male,48,Male,45,Knife,Fatal
Fraud,Kamakshipalya,Other,48,Female,42,None,Minor
Burglary,Kamakshipalya,Male,63,Other,57,Knife,None
Homicide,Malleswaram,Male,70,Other,32,Gun,None
Robbery,Malleswaram,Other,26,Female,19,Blunt Object,Minor
Arson,Kamakshipalya,Other,41,Other,39,Fire,Minor
Homicide,Whitefield,Female,33,Female,27,Knife,Minor
Fraud,Banashankari,Male,66,Other,29,None,None
Robbery,Kamakshipalya,Female,18,Male,21,Gun,Fatal
Arson,Indiranagar,Other,25,Male,53,None,None
Homicide,Yelahanka,Other,51,Female,59,Blunt Object,None
Embezzlement,Electronic City,Male,67,Female,60,None,Fatal
Assault,Jayanagar,Male,27,Male,25,Fists,Minor
Embezzlement,Hebbal,Male,40,Female,39,None,None
Arson,Jayanagar,Male,21,Male,56,None,None
Robbery,Jayanagar,Male,29,Other,32,Gun,None
Arson,Malleswaram,Male,43,Female,56,Fire,Minor
Vandalism,Banashankari,Other,61,Male,24,None,None
Burglary,Whitefield,Male,56,Female,28,None,Minor
Theft,Jayanagar,Other,47,Other,69,Knife,Minor
Robbery,Malleswaram,Female,65,Female,70,Gun,Minor
Arson,Indiranagar,Female,70,Other,63,None,None
Arson,Yelahanka,Other,68,Female,33,Fire,Minor
Fraud,Koramangala,Male,46,Male,31,None,None
Arson,Koramangala,Other,46,Male,27,Fire,None
Assault,Jayanagar,Male,41,Female,28,Fists,None
Theft,Yelahanka,Female,25,Other,40,None,Fatal
Kidnapping,Hebbal,Male,69,Male,19,Gun,Fatal
Vandalism,Koramangala,Female,27,Male,19,Blunt Object,Minor
Kidnapping,Koramangala,Female,63,Male,36,Gun,None
Embezzlement,Kamakshipalya,Male,69,Male,43,None,Minor
Kidnapping,Banashankari,Male,33,Male,21,Gun,Fatal
Burglary,Whitefield,Male,36,Female,53,None,Minor
Homicide,Banashankari,Other,49,Female,45,Gun,Fatal
Burglary,Kamakshipalya,Other,68,Male,70,Knife,Fatal
Homicide,Yelahanka,Other,39,Other,58,Knife,Minor
Burglary,Yelahanka,Other,29,Male,24,Gun,Fatal
Embezzlement,Hebbal,Male,27,Male,35,None,None
Burglary,Koramangala,Male,47,Male,46,None,None
Theft,Electronic City,Male,50,Female,63,Knife,Fatal
Burglary,Koramangala,Male,44,Male,28,Gun,None
Fraud,Electronic City,Other,35,Male,68,None,Fatal
Assault,Jayanagar,Other,23,Other,65,Knife,Minor
Burglary,Electronic City,Other,42,Male,20,Gun,None
Robbery,Electronic City,Other,18,Female,51,Gun,Minor
Robbery,Electronic City,Female,60,Other,47,Gun,Fatal
Assault,Koramangala,Female,25,Female,63,Fists,None
Assault,Malleswaram,Male,26,Male,20,Fists,None
Vandalism,Banashankari,Male,68,Male,41,None,Minor
Burglary,Kamakshipalya,Male,48,Male,58,None,None
Vandalism,Indiranagar,Male,62,Male,60,None,Fatal
Vandalism,Whitefield,Other,43,Male,36,None,None
Embezzlement,Kamakshipalya,Male,70,Female,57,None,Fatal
